image, Santiago working with the MACC ensemble at the CoCathedral of Saint Joseph, Read , 84addb76c83c, strong, Article, https://www.bluradio.com/sociedad/cultura/orgullo-nacional-santiago-gutierrez-brilla-en-la-co-catedral-de-nueva-york-so35, normal, 2024-08-25, sample, Article in Blu Radio (Spanish), ¡Orgullo nacional! Santiago Gutiérrez brilla en la Co-Catedral ...

image, Santiago At The Co-Cathedral, Read , 2f5c4e997bf6, Article, https://www.larepublica.co/ocio/santiago-rodriguez-el-caleno-que-esta-siendo-noticia-en-musica-sacra-de-nueva-york-3927114, normal, 2024-08-09, article-in-la-republica-spanish, Article in La República (Spanish), Santiago Gutiérrez, el caleño que está siendo noticia en música sacra...

image, album immage, James Alexander, 2024-08-28T04:00:00.000Z, This Miniature, commissioned and premiered by James Alexander, will be releasing on August 21, normal, normal, b96f4e27acb5, strong, More info, https://jamesalexandercello.bandcamp.com/album/no-mind, normal, Released on Jame's Alexander New Album : No Mind, 21 Inhalations for Solo Cello

image, picture of the ensemble , Roman Dean Photography, 2024-09-26, The vocal ensemble Voices of the New will be performing my arrangement of Mari Manman Nou a Traditional Haitian Hymn. Originally commissioned by the MACC ensemble. , normal, c1f633063d37, More info here,  , https://lincolncenter.org/series/lincoln-center-presents/xenia-rubinos-and-voices-of-the-new, normal, performed by Voices of the New , Mari Manman Nou at the Lincoln Center
